158373,59,58,59,803,805,802,799
158383,59,58,58,803,805,802,798
158393,58,58,58,803,805,803,798
158403,57,58,58,803,806,802,799
158413,56,58,57,803,805,803,799
158423,54,57,57,803,806,802,799
158433,52,56,56,803,805,802,799
158443,49,54,54,803,805,803,799
158453,46,52,51,804,806,802,799
158463,43,48,48,802,805,805,798
158473,39,44,45,803,807,803,798
158483,36,40,41,803,805,803,798
158493,33,37,37,803,805,803,799
158503,30,34,34,803,806,803,799
158513,27,32,31,803,805,802,799
158523,26,29,28,804,806,802,799
158533,23,27,26,802,805,803,798
158543,22,26,24,803,805,803,798
158553,20,24,22,803,805,802,799
158563,19,22,21,803,805,803,799
158573,18,21,19,802,805,803,798
158583,17,20,18,803,805,803,798
158593,15,19,18,803,805,803,798
158603,15,18,18,803,805,802,799
158613,14,18,16,803,805,803,799
158623,13,17,15,803,806,802,799
158633,13,16,13,803,805,802,799
158643,13,16,12,803,805,803,799
158653,13,15,12,803,805,803,799
158663,14,15,12,803,805,803,799
158673,15,15,12,803,806,802,799
158683,16,15,13,803,806,802,799
158693,18,16,15,803,805,803,798
158703,22,17,17,803,805,803,798
158713,26,19,19,803,805,802,799
158723,30,23,23,803,805,802,798
158733,34,28,27,803,805,803,798
158743,38,32,32,803,805,803,798
158753,41,37,38,803,805,803,799
158763,45,40,43,802,805,803,798
158773,47,43,46,802,805,803,799
158783,49,45,48,803,805,802,799
158793,51,47,49,802,805,803,798
158803,52,49,50,802,805,803,798
158813,54,50,51,803,806,802,799
158823,55,51,52,803,805,802,799
158833,57,52,54,803,806,802,799
158843,58,54,55,803,805,802,798
158853,59,55,57,803,806,802,799
158863,60,56,59,803,806,802,799
158873,61,58,60,802,805,803,798
158883,61,58,61,803,805,803,798
158893,61,59,61,803,806,802,798
158903,61,60,60,804,806,802,799
158913,61,60,60,803,805,803,799
158923,61,60,60,802,805,803,798
158933,61,60,60,803,805,803,798
158943,60,60,60,803,805,802,798
158953,59,60,59,803,805,803,798
158962,59,60,59,803,805,803,798
158973,56,59,59,803,805,802,799
158983,54,59,59,802,805,803,798
158993,51,57,57,803,805,803,798
159003,48,54,54,803,806,802,799
159013,45,51,50,803,805,803,799
159023,42,47,46,803,805,802,799
159033,40,43,43,803,806,802,798
159042,40,39,40,802,805,802,798
159053,36,38,38,804,806,802,799
159063,34,37,37,803,805,802,798
159073,32,37,36,803,805,803,798
159083,30,36,34,803,805,803,799
159093,28,34,32,802,805,803,798
159103,26,32,29,803,806,802,799
159113,24,29,27,803,805,803,798
159123,23,27,25,803,805,803,798
159133,22,26,23,804,806,802,799
159143,22,24,22,803,806,802,799
159153,21,24,21,803,805,803,799
159163,21,23,21,803,806,802,799
159173,21,23,21,803,806,802,799
159183,21,22,21,803,805,802,799
159193,20,22,21,803,805,803,798
159203,20,22,21,803,806,802,799
159213,20,21,20,803,806,802,799
159223,20,21,20,802,805,803,799
159233,20,21,20,803,806,802,799
159243,20,21,20,803,806,803,799
159253,20,21,20,803,805,803,798
159263,20,21,20,803,805,803,799
159273,21,21,20,803,805,802,798
159283,20,21,20,803,806,802,799
159293,21,22,20,803,805,803,798
159303,20,22,21,803,805,803,798
159313,21,22,21,804,806,802,799
159323,20,21,21,803,806,802,799
159333,20,21,20,803,805,803,798
159343,20,21,20,803,805,803,798
159353,20,21,20,803,805,803,798
159363,20,21,20,804,805,802,799
159373,20,21,20,803,805,803,798
159383,20,21,20,803,806,802,799
159393,21,21,20,803,805,803,798
159403,21,21,20,802,805,803,798
159413,22,22,20,803,805,802,799
159423,22,22,21,803,805,802,798
159433,24,22,22,802,805,803,798
159443,26,23,23,802,805,803,798
159453,27,25,24,803,805,803,799
159463,30,27,26,803,806,802,799
159473,33,29,28,803,806,802,799
159483,37,32,32,803,805,803,798
159493,40,36,36,802,805,803,798
159503,45,40,39,802,803,803,798
159513,49,44,43,803,806,802,799
159523,53,49,47,805,805,803,798
159533,57,53,51,802,805,803,798
159543,60,57,55,803,806,802,799
159553,63,61,60,803,806,802,799
159563,66,64,64,803,805,803,798
159573,68,66,66,803,806,802,799
159583,71,69,68,803,805,802,799
159593,73,71,70,803,805,802,799
159603,76,73,71,803,806,802,799
159613,77,76,73,803,805,802,798
159623,80,78,76,803,806,802,799
159633,82,80,78,803,806,802,799
159643,85,82,80,803,805,803,798
159653,86,84,83,803,806,802,799
159663,88,86,86,803,805,803,798
159673,89,88,88,803,805,802,798
159683,90,90,89,803,805,803,798
159693,90,90,89,803,806,802,799
159703,90,91,90,803,805,803,798
159713,90,91,90,803,805,803,799
159723,90,91,90,803,805,802,798
159733,90,91,90,803,805,802,799
159743,90,90,90,803,805,803,798
159753,90,90,90,804,806,802,799
159763,90,90,90,803,805,802,799
159773,90,91,90,802,805,803,798
159783,90,91,90,803,805,803,798
159793,90,91,90,803,805,803,798
159803,90,91,90,803,805,802,799
159813,90,90,90,802,805,803,798
159823,90,90,90,803,806,802,799
159833,88,91,90,803,805,803,799
159843,86,91,90,803,805,803,798
159853,85,89,88,803,805,803,799
159863,83,87,87,803,806,802,800
159873,81,85,84,803,806,802,799
159883,78,82,82,803,805,803,798
159893,76,79,79,803,805,802,798
159903,73,76,76,803,806,803,799
159913,70,74,73,804,806,802,798
159923,67,72,71,803,805,803,798
159933,64,69,68,803,805,803,799
159943,61,66,66,802,805,803,798
159953,58,63,64,802,805,803,798
159963,55,60,61,803,805,803,799
159973,53,57,57,803,805,803,798
159983,50,54,53,803,805,803,798
159993,48,51,50,803,806,803,798
160003,46,49,48,803,805,803,798
160013,44,46,47,803,805,803,798
160023,41,44,45,803,806,802,799
160033,39,43,44,803,806,802,799
160042,39,41,42,803,805,803,799
160053,36,40,39,803,805,803,798
160063,35,38,37,803,805,803,798
160073,33,37,35,803,805,803,798
160083,32,35,34,803,806,802,799
160093,30,33,32,803,805,802,799
160103,29,31,31,803,805,802,798
160112,29,30,30,803,806,802,798
160123,27,29,29,803,805,802,799
160133,26,28,28,803,805,803,799
160143,25,27,27,803,806,802,799
160153,25,26,26,803,805,802,798
160163,24,26,25,803,806,802,799
160173,24,25,25,803,806,802,799
