217432,40,70,73,803,198,,,,,1909,40,70,73,75.28125,18.5625
217442,40,70,73,802,198,,,,,1919,40,70,73,75.1875,18.5625
217452,40,70,73,802,198,,,,,1929,40,70,73,75.1875,18.5625
217463,42,70,73,802,198,,,,,1940,42,70,73,75.1875,18.5625
217473,42,70,73,803,197,,,,,1950,42,70,73,75.28125,18.46875
217483,42,70,73,803,197,,,,,1960,42,70,73,75.28125,18.46875
217493,42,70,73,802,198,,,,,1970,42,70,73,75.1875,18.5625
217503,42,70,73,803,199,,,,,1980,42,70,73,75.28125,18.65625
217513,40,70,73,803,198,,,,,1990,40,70,73,75.28125,18.5625
217523,39,70,73,803,198,,,,,2000,39,70,73,75.28125,18.5625
217533,37,70,73,802,198,,,,,2010,37,70,73,75.1875,18.5625
217543,36,70,73,803,198,,,,,2020,36,70,73,75.28125,18.5625
217563,30,70,73,802,198,,,,,2040,30,70,73,75.1875,18.5625
217573,27,70,73,802,198,,,,,2050,27,70,73,75.1875,18.5625
217583,24,70,73,802,198,,,,,2060,24,70,73,75.1875,18.5625
217593,21,70,73,803,197,,,,,2070,21,70,73,75.28125,18.46875
217602,21,70,73,803,197,,,,,2079,21,70,73,75.28125,18.46875
217613,15,70,73,803,199,,,,,2090,15,70,73,75.28125,18.65625
217623,12,70,73,803,198,,,,,2100,12,70,73,75.28125,18.5625
217633,9,70,73,803,197,,,,,2110,9,70,73,75.28125,18.46875
217643,7,70,73,802,197,,,,,2120,7,70,73,75.1875,18.46875
217653,5,70,73,803,199,,,,,2130,5,70,73,75.28125,18.65625
217663,3,70,73,803,199,,,,,2140,3,70,73,75.28125,18.65625
217673,2,70,73,802,198,,,,,2150,2,70,73,75.1875,18.5625
217683,2,70,73,802,198,,,,,2160,2,70,73,75.1875,18.5625
217693,1,70,73,803,199,,,,,2170,1,70,73,75.28125,18.65625
217703,1,70,73,802,199,,,,,2180,1,70,73,75.1875,18.65625
217713,2,70,73,803,200,,,,,2190,2,70,73,75.28125,18.75
217733,6,70,73,803,199,,,,,2210,6,70,73,75.28125,18.65625
217742,6,70,73,803,200,,,,,2219,6,70,73,75.28125,18.75
217753,11,70,73,803,200,,,,,2230,11,70,73,75.28125,18.75
217763,14,70,73,803,201,,,,,2240,14,70,73,75.28125,18.84375
217772,14,70,73,803,200,,,,,2249,14,70,73,75.28125,18.75
217783,21,70,73,804,201,,,,,2260,21,70,73,75.375,18.84375
217793,26,70,73,803,200,,,,,2270,26,70,73,75.28125,18.75
217802,26,70,73,803,201,,,,,2279,26,70,73,75.28125,18.84375
217813,34,70,73,803,202,,,,,2290,34,70,73,75.28125,18.9375
217823,38,70,73,803,201,,,,,2300,38,70,73,75.28125,18.84375
217832,38,70,73,803,202,,,,,2309,38,70,73,75.28125,18.9375
217843,41,70,73,802,200,,,,,2320,41,70,73,75.1875,18.75
217853,42,70,73,803,201,,,,,2330,42,70,73,75.28125,18.84375
217863,42,70,73,803,201,,,,,2340,42,70,73,75.28125,18.84375
217873,42,70,73,802,202,,,,,2350,42,70,73,75.1875,18.9375
217883,41,70,73,803,202,,,,,2360,41,70,73,75.28125,18.9375
217893,40,70,73,802,203,,,,,2370,40,70,73,75.1875,19.03125
217903,40,70,73,803,203,,,,,2380,40,70,73,75.28125,19.03125
217913,37,70,73,803,204,,,,,2390,37,70,73,75.28125,19.125
217922,37,70,73,803,204,,,,,2399,37,70,73,75.28125,19.125
217943,31,70,73,802,205,,,,,2420,31,70,73,75.1875,19.21875
217952,31,70,73,803,206,,,,,2429,31,70,73,75.28125,19.3125
217963,25,70,73,802,204,,,,,2440,25,70,73,75.1875,19.125
217973,22,70,73,802,206,,,,,2450,22,70,73,75.1875,19.3125
217983,19,70,73,803,206,,,,,2460,19,70,73,75.28125,19.3125
217993,17,70,73,802,206,,,,,2470,17,70,73,75.1875,19.3125
218002,17,70,73,803,206,,,,,2479,17,70,73,75.28125,19.3125
218013,13,70,73,803,207,,,,,2490,13,70,73,75.28125,19.40625
218022,13,70,73,803,206,,,,,2499,13,70,73,75.28125,19.3125
218033,10,70,73,802,208,,,,,2510,10,70,73,75.1875,19.5
218043,9,70,73,802,208,,,,,2520,9,70,73,75.1875,19.5
218053,9,70,73,803,206,,,,,2530,9,70,73,75.28125,19.3125
218063,9,70,73,803,208,,,,,2540,9,70,73,75.28125,19.5
218073,9,70,73,803,207,,,,,2550,9,70,73,75.28125,19.40625
218082,9,70,73,802,208,,,,,2559,9,70,73,75.1875,19.5
218093,11,70,73,803,209,,,,,2570,11,70,73,75.28125,19.59375
218102,11,70,73,803,208,,,,,2579,11,70,73,75.28125,19.5
218113,16,70,73,803,209,,,,,2590,16,70,73,75.28125,19.59375
218123,19,70,73,802,209,,,,,2600,19,70,73,75.1875,19.59375
218133,23,70,73,803,210,,,,,2610,23,70,73,75.28125,19.6875
218153,32,70,73,803,211,,,,,2630,32,70,73,75.28125,19.78125
218162,32,70,73,803,210,,,,,2639,32,70,73,75.28125,19.6875
218173,40,70,73,803,211,,,,,2650,40,70,73,75.28125,19.78125
218183,43,70,73,802,211,,,,,2660,43,70,73,75.1875,19.78125
218193,45,70,73,803,213,,,,,2670,45,70,73,75.28125,19.96875
218203,47,70,73,803,215,,,,,2680,47,70,73,75.28125,20.15625
218212,47,70,73,803,219,,,,,2689,47,70,73,75.28125,20.53125
218223,49,70,73,803,221,,,,,2700,49,70,73,75.28125,20.71875
218233,50,70,73,803,222,,,,,2710,50,70,73,75.28125,20.8125
218243,50,70,73,802,221,,,,,2720,50,70,73,75.1875,20.71875
218252,50,70,73,803,223,,,,,2729,50,70,73,75.28125,20.90625
218263,50,70,73,802,224,,,,,2740,50,70,73,75.1875,21
218283,48,70,73,802,224,,,,,2760,48,70,73,75.1875,21
218292,48,70,73,802,224,,,,,2769,48,70,73,75.1875,21
218303,45,70,73,802,223,,,,,2780,45,70,73,75.1875,20.90625
218313,42,70,73,803,224,,,,,2790,42,70,73,75.28125,21
218323,39,70,73,802,224,,,,,2800,39,70,73,75.1875,21
218333,36,70,73,803,226,,,,,2810,36,70,73,75.28125,21.1875
218343,32,70,73,803,228,,,,,2820,32,70,73,75.28125,21.375
218353,29,70,73,803,228,,,,,2830,29,70,73,75.28125,21.375
218363,26,70,73,803,231,,,,,2840,26,70,73,75.28125,21.65625
218373,22,70,73,802,231,,,,,2850,22,70,73,75.1875,21.65625
218383,20,70,73,802,231,,,,,2860,20,70,73,75.1875,21.65625
218393,17,70,73,802,231,,,,,2870,17,70,73,75.1875,21.65625
218402,17,70,73,802,232,,,,,2879,17,70,73,75.1875,21.75
